away,home,away_ago_win,away_ago_lose,home_ago_win,home_ago_lose,score_away,score_home,result
122,178,40,16,30,27,116,103,0
54,124,36,33,39,29,101,110,1
97,132,7,23,14,14,100,114,1
66,5,35,17,27,26,106,116,1
107,25,1,6,3,6,108,87,0
188,202,34,23,40,16,97,107,1
42,91,7,6,5,7,116,110,0
183,36,49,23,39,33,96,105,1
48,139,1,0,1,1,78,92,1
89,201,9,3,11,1,97,106,1
156,170,8,18,11,15,101,108,1
163,142,38,37,61,13,106,107,1
165,193,18,41,35,25,112,130,1
5,101,33,32,31,35,96,117,1
105,161,4,3,3,4,100,110,1
197,162,3,3,4,2,94,101,1
51,205,4,19,15,6,95,109,1
98,154,24,43,36,33,103,100,0
207,67,35,9,28,16,108,106,0
114,177,2,6,6,3,117,131,1
101,26,18,19,22,17,118,104,0
195,22,7,24,19,12,108,117,1
7,173,8,43,35,15,96,99,1
206,192,3,0,0,3,116,95,0
41,83,0,1,1,0,111,115,1
147,168,46,21,23,44,101,116,1
154,161,36,32,22,45,76,99,1
57,92,6,9,5,9,94,105,1
139,15,3,8,3,9,99,91,0
53,74,16,14,15,16,98,102,1
179,13,2,12,11,2,90,128,1
94,52,15,12,14,14,107,99,0
3,71,29,26,26,29,107,103,0
3,31,8,12,5,17,91,90,0
64,50,11,15,9,19,95,83,0
196,189,21,41,41,19,85,96,1
179,207,2,10,10,3,91,96,1
11,18,25,20,17,28,103,95,0
47,40,1,0,1,1,101,105,1
157,45,5,27,18,13,112,104,0
33,5,26,37,31,30,90,100,1
121,135,3,8,4,7,81,98,1
201,194,13,2,12,3,109,95,0
180,28,8,13,8,13,91,97,1
74,27,43,38,41,40,86,104,1
114,142,5,23,23,5,97,110,1
64,24,16,16,27,6,79,86,1
99,57,0,3,3,1,116,102,0
39,172,9,49,25,35,109,100,0
191,93,27,11,15,27,106,96,0
202,132,3,0,0,3,87,81,0
84,182,5,2,3,3,113,110,0
177,121,45,29,42,32,135,131,0
66,12,21,14,22,9,100,122,1
206,143,65,12,69,9,101,112,1
173,201,26,11,33,6,89,101,1
140,175,5,5,6,5,105,101,0
70,84,12,5,13,5,92,101,1
24,85,2,3,3,2,92,117,1
170,135,27,50,35,42,91,103,1
147,182,29,9,21,17,117,109,0
11,4,3,2,2,3,94,73,0
130,158,16,23,15,26,108,87,0
116,34,27,37,31,33,95,102,1
117,152,53,26,55,24,120,106,0
186,200,47,21,27,41,112,128,1
152,124,55,23,46,33,86,93,1
17,71,28,49,34,42,102,95,0
7,103,8,31,22,16,99,127,1
2,147,5,3,6,2,80,101,1
169,134,15,28,15,29,99,106,1
149,121,41,23,35,28,120,108,0
176,155,45,31,25,50,107,95,0
24,10,52,21,29,45,76,90,1
158,179,19,44,26,36,111,122,1
34,67,11,11,16,7,100,122,1
202,139,49,16,23,42,107,101,0
9,42,5,21,12,12,91,103,1
31,155,6,24,13,18,94,79,0
72,4,60,21,49,32,85,91,1
165,186,9,21,22,9,115,131,1
83,104,8,3,7,4,104,117,1
162,127,5,2,5,2,89,90,1
158,130,13,25,15,22,109,118,1
34,60,28,33,23,39,112,98,0
175,16,27,33,23,40,102,99,0
188,69,11,10,16,6,96,77,0
206,150,45,8,35,18,86,105,1
9,98,6,23,3,22,87,84,0
207,151,23,5,21,8,101,106,1
5,59,4,3,0,6,111,88,0
194,152,1,0,0,1,78,87,1
72,128,24,8,26,7,115,107,0
110,124,6,20,12,14,102,107,1
97,1,1,8,9,2,64,78,1
176,162,15,11,15,10,108,123,1
193,13,17,8,17,5,86,103,1
125,104,18,16,18,17,95,104,1
176,113,3,2,3,2,108,116,1
67,193,28,17,26,20,99,101,1
132,48,13,9,9,15,88,99,1
129,150,0,0,0,0,95,115,1
49,23,2,3,3,2,99,106,1
94,150,11,8,10,9,101,103,1
130,151,12,13,17,7,120,121,1
73,19,43,30,39,34,112,95,0
190,120,0,1,1,0,111,105,0
38,26,21,58,42,37,105,129,1
207,53,41,12,22,33,90,94,1
109,158,21,25,16,34,116,120,1
7,0,8,24,21,10,91,100,1
199,143,24,41,59,6,107,125,1
63,9,6,19,5,20,113,99,0
196,147,3,9,8,5,105,98,0
186,144,51,24,61,14,98,107,1
30,35,9,9,11,7,97,88,0
60,179,18,29,18,30,95,113,1
201,152,40,8,34,15,89,88,0
137,172,45,29,29,45,112,82,0
183,148,3,0,2,1,118,137,1
144,200,21,4,8,17,113,109,0
205,184,53,26,53,25,104,103,0
108,19,21,32,27,26,103,92,0
188,118,28,22,40,12,94,88,0
23,196,15,12,5,21,81,75,0
83,22,1,2,2,1,101,93,0
7,68,8,20,18,12,84,98,1
71,169,1,2,1,2,105,100,0
57,176,5,6,6,4,94,97,1
15,1,2,6,7,2,68,92,1
33,19,30,40,36,34,91,92,1
87,66,1,0,0,1,92,96,1
136,157,40,41,16,65,96,101,1
168,196,16,25,13,27,105,114,1
59,129,9,63,37,36,105,108,1
18,65,17,27,28,15,110,114,1
111,146,6,8,8,4,101,98,0
85,3,43,16,34,28,88,95,1
13,34,13,2,7,8,101,118,1
70,49,44,37,53,28,92,98,1
193,186,36,26,43,19,108,123,1
167,153,12,23,21,14,107,115,1
25,18,10,19,5,23,109,119,1
6,39,2,0,1,2,118,88,0
15,1,18,32,41,11,71,83,1
60,27,27,45,36,36,94,107,1
204,155,50,16,22,44,125,109,0
153,111,11,9,9,10,106,101,0
26,143,23,19,39,4,110,122,1
49,42,42,26,36,33,100,85,0
71,24,25,26,40,12,98,108,1
87,66,2,2,2,2,91,99,1
137,186,7,6,7,5,102,111,1
16,70,9,21,16,9,119,126,1
16,30,19,32,25,23,105,100,0
191,128,2,0,0,2,115,109,0
85,50,27,8,12,22,92,102,1
202,118,2,1,1,2,103,109,1
169,134,4,13,4,17,112,102,0
115,101,23,48,35,36,132,129,0
129,150,7,10,9,8,87,102,1
52,122,6,6,7,5,93,90,0
109,179,9,15,5,18,92,112,1
26,171,23,20,19,23,97,108,1
22,83,2,2,2,2,83,115,1
149,156,1,0,0,2,118,111,0
198,4,15,14,20,9,100,107,1
29,62,10,14,8,18,105,99,0
84,49,42,14,35,20,99,93,0
42,16,20,19,14,25,88,103,1
53,39,21,29,9,39,95,90,0
39,165,3,5,3,6,122,104,0
126,49,15,14,21,9,105,100,0
148,106,34,16,22,23,115,116,1
202,83,9,4,8,4,98,120,1
71,36,35,43,43,35,93,88,0
85,106,23,7,14,15,97,94,0
6,144,26,26,43,8,92,123,1
193,151,5,5,10,1,111,107,0
32,18,9,7,3,12,104,88,0
53,151,27,42,41,29,105,114,1
68,117,21,13,22,11,94,103,1
33,94,6,9,7,8,90,114,1
113,106,29,29,25,33,132,128,0
4,198,30,20,27,23,107,72,0
82,201,43,18,50,11,95,125,1
69,15,13,6,4,15,107,101,0
188,111,2,3,2,3,90,86,0
5,136,26,20,21,25,96,105,1
71,10,15,13,10,17,127,125,0
206,101,3,1,2,1,99,102,1
141,17,34,22,23,33,104,96,0
105,175,54,24,38,40,105,108,1
82,110,52,23,17,58,111,92,0
172,34,2,4,3,2,91,117,1
146,118,34,23,42,15,100,98,0
101,94,15,19,20,17,105,99,0
146,111,22,13,19,19,94,95,1
153,97,23,15,8,29,101,106,1
5,171,26,21,21,27,107,102,0
176,134,38,27,22,42,108,101,0
184,149,1,1,1,1,99,124,1
25,156,13,21,10,23,87,88,1
5,87,39,39,45,32,98,106,1
96,82,5,10,9,8,94,105,1
72,37,11,6,8,9,98,75,0
203,140,58,22,45,35,106,116,1
13,172,28,10,16,22,120,108,0
164,192,16,46,37,24,109,100,0
116,158,31,48,24,55,109,110,1
61,21,13,35,17,27,93,104,1
142,191,1,2,2,1,101,84,0
91,126,12,21,18,15,119,125,1
186,193,33,13,26,19,119,95,0
178,171,35,37,28,44,111,133,1
161,140,18,36,30,23,98,108,1
176,85,5,3,5,3,104,110,1
183,127,15,7,18,4,104,111,1
19,12,27,29,40,14,96,88,0
137,193,17,10,18,10,82,73,0
155,113,16,31,23,24,99,109,1
153,167,0,1,0,0,91,100,1
7,47,15,60,37,38,107,123,1
164,129,1,1,1,1,101,90,0
24,31,41,13,10,44,110,100,0
56,2,10,6,7,7,88,93,1
106,120,4,5,6,3,113,115,1
128,107,5,3,1,5,130,113,0
190,134,42,28,23,48,91,87,0
14,61,9,19,10,18,115,93,0
91,49,14,30,27,15,97,113,1
123,109,8,8,6,9,132,129,0
93,100,16,38,32,20,80,96,1
134,64,0,6,2,4,91,115,1
175,49,4,1,3,0,94,104,1
25,86,2,6,5,2,81,75,0
201,145,15,2,3,15,85,90,1
3,36,10,16,9,18,95,78,0
33,206,7,11,14,4,70,95,1
103,159,37,27,33,29,116,97,0
119,154,34,10,18,25,96,105,1
28,166,11,16,5,21,84,79,0
96,166,6,14,4,15,91,116,1
177,142,33,17,38,8,114,128,1
15,62,11,23,9,23,93,103,1
47,145,5,8,1,12,124,115,0
18,51,31,50,17,64,112,90,0
102,53,47,31,30,48,106,103,0
151,186,22,12,24,9,116,140,1
130,137,23,32,34,22,88,111,1
132,202,1,2,2,1,89,104,1
157,171,8,28,14,21,115,118,1
143,185,2,0,0,2,96,97,1
109,207,22,27,38,11,97,121,1
71,17,25,28,22,32,107,115,1
157,136,15,58,36,37,75,123,1
130,186,7,5,6,5,109,126,1
109,6,26,33,30,29,125,107,0
148,43,14,8,10,13,96,88,0
10,50,26,44,29,40,106,100,0
0,28,52,19,29,42,95,87,0
40,180,48,18,35,34,77,93,1
204,10,43,16,24,37,122,101,0
195,15,4,19,5,20,87,89,1
153,132,14,9,12,9,87,96,1
82,40,39,14,38,14,82,85,1
140,63,26,17,16,28,114,102,0
199,38,28,47,21,55,106,87,0
48,29,18,21,15,24,114,119,1
168,196,19,37,19,37,95,110,1
94,19,29,41,37,34,102,118,1
137,130,0,0,0,0,104,113,1
31,92,8,37,12,35,102,113,1
41,153,21,18,24,16,94,97,1
196,70,16,33,27,21,111,100,0
143,178,29,1,18,13,91,114,1
124,194,43,31,42,32,91,95,1
104,153,3,3,3,3,87,96,1
122,5,3,2,3,2,98,104,1
95,151,16,23,26,14,96,105,1
84,2,2,1,1,2,88,65,0
46,20,6,6,6,7,94,92,0
101,12,30,30,42,17,83,108,1
143,122,52,5,41,17,121,118,0
154,42,23,26,25,23,95,116,1
126,119,1,0,0,1,92,106,1
149,18,8,5,3,11,104,98,0
193,123,30,21,28,22,102,114,1
26,87,30,25,31,24,93,101,1
31,43,0,1,0,1,105,98,0
157,143,9,31,36,3,98,116,1
54,0,11,16,16,9,76,121,1
18,72,3,9,5,5,89,99,1
159,68,2,3,6,0,118,114,0
117,187,23,12,15,19,105,110,1
152,173,0,3,3,0,86,122,1
7,166,12,53,16,49,97,93,0
49,84,46,26,58,15,102,90,0
160,69,9,14,16,8,99,90,0
111,195,3,7,3,7,87,80,0
133,140,40,37,44,32,97,90,0
116,102,11,24,16,18,105,112,1
158,165,19,45,21,43,122,110,0
86,135,10,12,6,16,100,95,0
144,130,2,0,0,2,119,113,0
3,24,38,30,50,18,79,91,1
163,198,39,40,42,36,75,90,1
206,164,36,6,13,30,117,89,0
18,4,2,4,5,2,91,102,1
104,202,20,17,25,11,99,94,0
22,29,37,22,29,30,105,99,0
178,199,3,3,0,6,105,120,1
106,183,33,43,50,25,125,130,1
198,37,35,29,25,36,111,91,0
4,51,0,0,0,0,104,80,0
107,121,20,34,30,25,94,119,1
195,146,20,43,39,24,98,107,1
155,162,13,14,16,10,90,117,1
101,5,16,19,22,13,114,100,0
193,34,4,4,4,4,96,106,1
98,23,0,4,2,4,85,89,1
89,61,48,28,20,55,98,102,1
205,128,34,22,36,19,95,111,1
193,123,24,16,23,16,95,103,1
42,9,36,34,22,47,93,92,0
30,84,37,39,60,16,83,94,1
74,158,10,6,8,9,94,109,1
102,144,46,30,62,14,115,139,1
45,12,38,25,43,17,103,120,1
9,30,1,1,1,0,102,105,1
102,207,6,11,15,4,105,107,1
5,143,8,3,13,0,94,106,1
141,183,11,8,13,7,83,105,1
25,100,30,40,40,31,103,101,0
50,24,15,23,30,7,89,117,1
145,117,31,47,51,26,108,112,1
85,155,21,6,13,15,101,95,0
15,83,21,34,39,15,75,98,1
2,35,3,3,3,3,99,93,0
70,203,42,35,56,20,97,99,1
113,169,40,39,27,53,103,106,1
32,58,18,18,5,28,97,77,0
65,18,42,28,26,44,104,108,1
174,160,13,8,7,12,122,99,0
134,43,0,4,0,4,87,97,1
142,149,60,13,49,25,110,106,0
191,128,3,0,0,3,92,99,1
172,67,2,5,4,1,96,91,0
170,198,8,5,7,5,99,89,0
135,25,3,4,1,6,86,97,1
114,128,16,61,50,27,91,116,1
53,39,26,40,11,53,112,120,1
55,22,32,30,41,22,109,106,0
146,188,1,0,0,1,98,105,1
129,150,0,1,1,0,81,102,1
28,103,6,11,10,6,94,105,1
16,154,0,2,0,3,79,108,1
156,142,0,3,1,0,104,127,1
35,23,46,32,49,29,117,109,0
196,49,11,25,23,13,87,100,1
24,31,53,25,14,63,104,102,0
14,173,5,8,8,4,84,88,1
53,158,13,10,10,15,118,112,0
147,154,38,17,25,28,125,101,0
176,204,3,3,3,3,96,119,1
61,0,20,54,55,20,106,113,1
193,109,34,25,26,32,105,98,0
100,37,45,33,36,42,80,117,1
10,24,1,1,2,0,74,89,1
46,151,40,23,37,25,102,116,1
95,116,19,30,18,29,105,111,1
83,41,2,0,0,2,91,101,1
107,149,30,50,54,26,103,110,1
46,186,12,8,13,7,106,107,1
133,203,34,34,52,16,97,104,1
178,164,0,0,0,0,111,95,0
4,32,2,0,0,2,113,106,0
84,56,48,14,24,39,98,94,0
178,143,35,36,64,7,120,128,1
206,136,64,12,39,38,88,86,0
61,47,8,13,13,9,110,113,1
52,19,23,28,26,24,105,111,1
52,199,30,44,26,46,91,99,1
6,74,4,3,5,2,107,115,1
166,110,0,0,0,0,117,116,0
103,61,13,8,8,14,123,116,0
196,16,17,34,20,32,105,86,0
41,62,34,24,20,39,79,84,1
120,127,41,12,36,15,98,95,0
10,50,16,29,18,27,86,117,1
141,204,46,28,58,16,90,111,1
13,27,3,0,0,3,106,102,0
105,140,2,3,3,2,88,92,1
17,24,27,47,52,23,94,101,1
96,40,3,6,8,2,83,114,1
31,141,13,55,43,26,110,115,1
71,176,0,0,0,0,109,118,1
11,4,1,2,2,1,86,84,0
157,192,11,47,32,23,119,128,1
170,177,5,2,4,3,98,106,1
139,174,22,39,35,28,94,104,1
86,58,1,0,0,2,114,96,0
187,201,0,0,0,0,101,98,0
117,194,15,8,14,7,97,92,0
203,56,32,11,17,23,90,85,0
195,167,9,29,12,26,98,99,1
100,65,1,0,0,1,117,106,0
155,134,25,55,24,56,119,104,0
71,99,31,40,37,35,97,101,1
148,36,15,8,7,14,93,102,1
6,130,6,4,7,4,113,88,0
64,57,21,20,14,28,104,95,0
48,29,29,28,28,29,111,107,0
21,89,37,44,51,30,74,92,1
176,197,11,8,9,8,100,97,0
9,63,21,41,24,39,96,100,1
189,196,46,21,23,46,83,90,1
8,97,19,38,14,45,98,89,0
66,12,0,1,1,0,89,108,1
118,29,41,15,28,28,109,89,0
152,28,8,2,5,5,118,107,0
197,148,11,12,17,9,95,108,1
47,61,11,9,8,11,116,99,0
185,122,25,23,35,13,108,116,1
130,60,18,26,14,26,92,93,1
3,85,29,25,39,14,79,93,1
103,166,45,29,21,53,99,90,0
121,93,19,20,15,28,127,99,0
186,116,20,7,7,18,111,109,0
156,121,18,50,40,30,117,127,1
140,182,30,17,26,23,109,140,1
147,175,48,22,34,36,102,109,1
40,21,23,5,13,15,95,83,0
109,46,2,3,3,2,123,107,0
172,53,7,12,10,9,98,106,1
175,189,12,14,17,6,82,92,1
184,86,4,0,3,0,108,91,0
138,61,4,2,1,5,109,102,0
86,32,32,37,34,36,88,89,1
28,21,30,44,34,42,88,89,1
101,45,3,1,1,3,98,118,1
33,94,33,47,34,46,98,107,1
133,56,4,5,4,4,93,99,1
140,35,11,7,11,6,109,102,0
194,131,40,31,36,36,121,117,0
162,106,14,10,14,10,103,99,0
42,35,13,13,14,12,93,76,0
35,189,26,16,27,14,77,101,1
169,148,27,52,55,24,101,117,1
72,198,40,8,25,22,100,115,1
43,134,19,38,19,36,98,110,1
41,15,15,14,10,22,81,96,1
36,99,33,30,34,31,94,101,1
102,60,2,7,1,9,102,109,1
152,173,46,20,47,18,96,91,0
150,115,11,9,8,11,110,106,0
70,9,20,13,8,28,83,99,1
68,28,29,16,16,26,90,98,1
159,103,15,20,20,16,98,132,1
133,161,13,10,8,15,84,99,1
10,17,19,33,22,29,93,89,0
155,141,13,13,14,13,83,102,1
108,206,6,5,8,2,98,109,1
94,164,12,9,9,13,104,107,1
129,122,35,32,44,22,94,128,1
93,37,2,4,3,2,96,104,1
190,120,32,24,43,15,107,113,1
2,35,28,17,27,19,89,93,1
130,193,3,3,3,3,100,94,0
156,163,12,29,24,18,100,115,1
2,49,14,10,19,6,110,106,0
39,13,7,21,21,6,99,119,1
127,204,42,22,47,16,90,103,1
66,150,8,6,6,6,91,80,0
203,112,38,11,18,27,104,94,0
194,0,37,28,43,18,77,85,1
151,34,36,24,26,33,101,112,1
137,200,33,19,20,32,127,94,0
137,95,5,4,3,5,87,74,0
177,58,12,5,0,15,110,103,0
38,5,19,48,33,33,102,118,1
37,72,18,26,37,8,102,113,1
46,6,1,0,0,0,99,105,1
10,106,14,25,20,18,117,109,0
20,67,25,29,32,22,102,101,0
109,151,12,18,22,10,106,102,0
123,151,3,0,3,0,85,83,0
171,199,20,25,16,28,105,114,1
48,153,1,1,1,2,82,99,1
102,95,1,3,2,3,86,88,1
120,148,5,1,5,3,103,111,1
83,118,35,11,36,12,87,103,1
140,112,4,4,5,3,106,98,0
127,113,35,15,24,26,117,110,0
70,42,34,26,33,27,102,107,1
6,53,38,39,29,48,91,100,1
11,205,41,25,40,23,128,125,0
54,21,0,2,1,1,86,99,1
172,116,29,47,30,44,123,117,0
163,184,12,8,15,4,95,100,1
194,117,32,18,30,17,93,104,1
114,86,2,3,3,2,92,102,1
128,163,45,25,38,34,87,81,0
127,31,9,2,2,7,91,82,0
50,113,21,40,30,29,118,106,0
108,164,11,17,12,18,104,96,0
23,84,3,3,3,3,76,99,1
193,144,22,16,31,5,128,119,0
188,146,2,3,3,2,90,88,0
19,33,7,6,5,8,88,109,1
87,171,43,31,30,45,112,106,0
143,12,2,1,1,2,108,97,0
63,126,4,17,8,12,74,92,1
199,115,18,32,16,36,116,102,0
158,88,11,20,9,20,107,115,1
199,129,0,1,0,0,94,112,1
31,113,13,50,31,31,101,112,1
31,176,5,18,13,10,93,106,1
49,161,20,8,11,17,99,97,0
28,7,15,24,8,33,102,88,0
164,5,8,13,11,6,103,101,0
173,124,3,2,2,3,103,96,0
98,42,0,2,1,2,94,100,1
128,11,32,13,26,20,94,99,1
51,25,12,47,25,34,82,105,1
132,195,14,12,4,23,80,86,1
88,95,0,0,0,0,108,96,0
38,26,7,18,15,9,97,104,1
178,59,6,4,0,10,92,86,0
23,84,39,23,46,14,91,105,1
193,46,20,13,18,13,103,113,1
94,171,27,36,25,38,107,100,0
25,11,7,9,7,7,97,109,1
45,59,39,30,9,60,120,105,0
117,103,2,0,0,2,97,94,0
4,128,8,4,8,3,87,105,1
82,28,13,8,7,12,88,78,0
177,100,8,3,7,2,105,102,0
44,58,7,14,2,21,105,87,0
146,188,3,1,1,3,80,92,1
190,204,0,0,0,0,94,101,1
73,12,48,32,56,24,94,109,1
12,206,27,9,34,6,95,99,1
51,191,5,31,24,9,83,105,1
121,44,2,6,3,3,109,94,0
114,121,14,49,35,29,99,113,1
121,100,21,20,29,13,105,103,0
183,120,21,11,24,5,86,117,1
48,1,18,23,34,9,99,104,1
201,187,57,15,40,33,104,111,1
47,40,0,0,0,0,85,87,1
20,6,14,15,13,13,82,113,1
132,153,22,22,28,16,103,99,0
104,202,6,2,5,2,117,121,1
129,185,24,27,27,25,96,79,0
129,143,0,1,1,0,99,110,1
42,84,0,0,0,0,107,120,1
9,16,4,13,5,13,79,89,1
130,74,30,37,37,31,113,97,0
33,171,20,29,20,27,104,111,1
19,52,17,14,14,18,96,108,1
147,9,42,18,20,38,105,89,0
171,87,4,8,6,4,109,116,1
71,106,2,2,0,3,107,109,1
68,89,3,1,1,3,76,101,1
118,125,37,12,23,26,109,95,0
99,64,29,28,32,25,134,129,0
53,74,21,27,27,20,139,142,1
191,51,49,21,14,56,103,82,0
118,83,40,13,38,14,93,98,1
167,8,10,20,11,17,92,93,1
119,91,50,19,18,51,97,89,0
170,205,21,37,36,23,85,112,1
60,193,4,17,14,8,91,96,1
170,205,9,6,10,4,104,112,1
63,42,25,39,34,29,88,112,1
180,54,39,35,38,36,97,108,1
137,27,43,27,35,34,100,107,1
137,130,49,30,39,40,86,101,1
190,71,26,22,25,23,79,76,0
181,90,0,0,0,1,95,104,1
98,63,17,37,23,33,90,84,0
203,98,11,3,0,11,118,92,0
50,3,21,38,32,26,90,109,1
59,19,8,48,28,29,91,111,1
176,92,5,4,4,5,108,100,0
200,137,25,38,39,24,83,88,1
55,83,11,4,10,4,92,113,1
31,24,2,5,8,0,77,104,1
166,61,8,25,12,24,112,118,1
98,35,19,40,35,26,78,95,1
74,102,3,1,0,3,92,95,1
134,10,21,36,23,36,79,99,1
109,200,0,0,0,0,107,102,0
178,206,9,6,11,3,83,88,1
167,104,2,4,4,2,83,110,1
146,8,15,7,9,14,92,99,1
198,128,5,3,7,3,93,102,1
204,99,35,13,24,23,125,118,0
139,97,14,20,8,28,120,100,0
175,189,25,31,37,18,84,90,1
35,168,5,2,2,7,99,90,0
186,179,0,1,0,1,106,98,0
179,27,0,0,0,0,121,130,1
124,14,29,24,20,34,105,100,0
28,7,5,8,5,8,81,83,1
4,177,28,16,30,13,102,98,0
39,34,1,1,0,1,108,110,1
17,120,29,52,58,23,111,112,1
205,170,34,23,20,35,107,96,0
59,115,0,14,5,8,95,100,1
187,14,17,21,12,25,107,99,0
99,24,1,3,3,1,102,79,0
163,86,31,29,25,33,98,115,1
128,149,3,2,3,2,102,106,1
34,39,8,8,5,12,111,93,0
123,172,8,7,5,9,101,116,1
130,53,8,7,6,7,103,107,1
124,110,30,24,13,41,95,81,0
132,8,17,19,13,22,109,100,0
134,197,1,11,4,6,98,105,1
157,73,3,15,12,9,87,100,1
100,93,14,6,9,14,91,89,0
38,164,15,42,14,43,116,106,0
85,57,1,0,0,0,110,114,1
198,156,39,34,20,53,113,92,0
74,53,9,3,5,7,94,104,1
74,137,10,5,8,8,68,95,1
145,40,24,40,46,15,108,103,0
6,20,31,31,30,32,95,109,1
10,43,4,11,6,11,86,103,1
127,155,48,27,25,48,124,112,0
138,82,13,19,25,9,107,114,1
103,82,41,28,47,22,98,103,1
5,73,22,12,22,15,105,120,1
142,11,1,2,2,1,103,82,0
154,126,0,1,0,0,106,116,1
67,34,9,6,6,7,105,99,0
64,99,15,15,14,15,101,88,0
201,166,41,8,12,34,113,100,0
162,36,38,28,33,31,95,108,1
175,9,5,5,2,6,103,95,0
46,6,1,2,2,1,104,95,0
173,82,21,5,21,8,98,96,0
143,33,24,0,9,15,95,108,1
14,110,7,16,5,17,99,109,1
147,133,10,6,9,9,105,104,0
93,25,6,11,6,9,83,98,1
88,74,25,32,32,24,108,90,0
198,121,26,23,25,24,116,113,0
46,109,41,24,29,35,99,119,1
140,161,0,0,0,0,87,85,0
40,110,50,21,17,56,85,82,0
132,202,0,0,0,0,91,106,1
182,119,1,3,3,1,107,100,0
166,194,5,17,14,10,91,94,1
49,2,51,26,42,35,111,118,1
163,128,28,22,33,16,87,108,1
10,134,12,23,12,25,113,102,0
196,140,26,48,42,32,88,98,1
27,200,13,13,8,18,95,102,1
134,169,4,19,6,13,122,101,0
42,91,40,39,20,59,120,88,0
102,200,26,20,19,28,107,94,0
28,61,17,26,13,33,116,110,0
100,142,40,30,56,13,76,107,1
108,150,22,35,37,19,87,81,0
129,143,1,3,3,1,121,125,1
40,82,55,24,55,24,77,100,1
24,57,47,17,15,49,101,94,0
115,185,22,46,34,34,111,116,1
170,32,18,33,29,23,103,111,1
46,67,23,14,24,13,106,114,1
174,195,9,7,3,12,83,81,0
10,190,24,36,32,25,96,110,1
20,102,14,13,10,14,108,122,1
65,58,37,22,13,46,114,103,0
99,3,3,1,1,3,75,69,0
129,26,31,28,31,27,111,102,0
99,10,27,28,22,34,96,83,0
95,193,7,11,11,8,94,95,1
40,28,45,15,23,37,89,83,0
155,85,16,26,30,12,102,109,1
194,138,33,23,24,29,89,102,1
56,154,14,17,15,15,103,99,0
169,10,17,34,18,33,99,109,1
38,73,0,4,4,1,87,101,1
2,182,5,5,4,7,89,93,1
136,143,29,34,56,6,94,115,1
82,28,28,9,13,20,101,95,0
173,138,47,20,30,37,112,106,0
110,40,9,25,25,7,93,96,1
11,44,3,3,3,4,122,121,0
199,33,24,40,27,38,92,103,1
24,36,6,0,2,3,96,91,0
162,120,2,0,1,1,96,103,1
111,188,13,12,12,13,80,85,1
108,178,23,35,30,28,116,122,1
26,192,16,9,14,14,84,96,1
2,98,40,32,27,46,86,90,1
87,108,22,17,15,24,98,95,0
64,99,28,24,25,27,103,93,0
151,193,38,26,36,28,114,98,0
117,173,0,1,1,0,106,100,0
100,72,1,0,0,1,90,106,1
135,37,25,36,25,35,95,88,0
42,84,40,38,62,16,101,109,1
66,52,53,26,32,48,93,89,0
72,100,60,19,45,34,99,108,1
135,121,5,10,3,12,82,97,1
202,139,42,16,22,37,120,99,0
58,93,2,23,10,19,96,88,0
125,160,28,33,31,29,107,125,1
39,200,8,33,17,26,143,114,0
56,49,1,0,1,0,84,100,1
168,154,23,43,35,32,102,113,1
19,206,31,29,50,9,81,97,1
99,50,9,13,7,16,102,101,0
200,193,22,34,34,23,95,91,0
116,46,28,38,42,25,104,117,1
202,41,37,14,30,22,87,86,0
21,152,7,7,13,3,95,92,0
16,119,0,5,3,2,94,105,1
45,38,7,5,2,11,101,111,1
193,207,42,35,59,17,89,95,1
40,0,28,7,23,12,79,90,1
82,89,34,14,31,18,104,100,0
185,73,35,34,40,29,97,109,1
109,123,39,42,47,34,111,105,0
140,203,23,14,30,11,88,95,1
157,122,4,22,17,9,78,118,1
49,105,38,23,43,22,94,117,1
160,104,28,26,29,25,99,105,1
109,137,6,8,7,8,83,108,1
152,166,56,25,24,57,116,108,0
73,192,10,7,9,7,116,101,0
179,200,31,42,31,43,118,121,1
151,27,14,3,8,9,70,91,1
48,83,7,11,13,5,89,99,1
205,177,44,25,44,27,94,101,1
84,2,56,14,38,31,97,101,1
28,110,0,1,0,1,85,96,1
174,55,19,11,20,10,82,75,0
173,21,26,10,15,20,89,102,1
186,27,35,15,24,22,101,120,1
129,136,14,20,13,17,96,109,1
112,182,22,40,35,30,100,108,1
40,96,55,25,22,58,94,95,1
69,8,25,19,16,25,103,87,0
87,185,27,21,25,25,102,115,1
112,161,20,33,18,39,83,84,1
64,31,44,32,14,62,102,98,0
120,85,36,10,32,12,112,95,0
142,205,63,13,50,26,92,107,1
133,154,11,10,9,11,117,110,0
190,155,47,32,25,54,102,90,0
29,8,23,27,17,31,121,84,0
117,40,7,4,9,2,89,84,0
116,193,0,0,0,0,98,102,1
201,173,54,13,48,20,97,91,0
195,202,14,40,38,14,103,128,1
60,53,22,35,23,35,109,110,1
190,24,3,3,7,0,79,95,1
162,134,33,23,20,36,86,109,1
87,101,23,19,19,21,87,106,1
115,178,19,40,31,28,101,128,1
188,29,27,22,24,27,99,95,0
132,139,12,8,7,12,101,119,1
112,161,23,43,23,46,117,86,0
197,127,32,44,49,28,94,100,1
72,25,13,6,7,13,108,92,0
88,6,7,16,12,10,100,105,1
73,19,38,29,34,33,118,114,0
106,127,25,32,40,18,96,102,1
122,185,3,0,0,3,105,110,1
